concept_id,label_ko,grade,domain,unit,confidence,source_ref_count,source_count,evidence_kind_count,sources,evidence_kinds,has_curriculum_evidence,has_achievement_evidence,has_textbook_evidence,evidence_depth,needs_textbook_evidence
m1_mis_quadratic_function_equation,이차함수와 이차방정식을 혼동하는 오류,중3(교육과정 학년군: 중1-3),변화와 관계,이차함수와 그 그래프,low,4,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard,yes,yes,no,official_dual_source,yes
m1_mis_axis_vertex,포물선의 축과 꼭짓점을 혼동하는 오류,중3(교육과정 학년군: 중1-3),변화와 관계,이차함수와 그 그래프,low,3,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; term_list,yes,yes,no,official_dual_source,yes
m1_mis_max_min_scope,최댓값·최솟값의 범위를 임의로 확장하는 오류,중3(교육과정 학년군: 중1-3),변화와 관계,이차함수와 그 그래프,low,1,1,1,curriculum_math_2022,teaching_note,yes,no,no,official_single_source,yes
m1_coord_graph_unit,좌표평면과 그래프,중1(교육과정 학년군: 중1-3),변화와 관계,좌표평면과 그래프,high,3,1,1,curriculum_math_2022,achievement_standard,yes,no,no,official_single_source,yes
m1_coord_ordered_pair,순서쌍,중1(교육과정 학년군: 중1-3),변화와 관계,좌표평면과 그래프,high,3,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; term_list,yes,yes,no,official_dual_source,yes
m1_coord_coordinate,좌표,중1(교육과정 학년군: 중1-3),변화와 관계,좌표평면과 그래프,high,3,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; term_list,yes,yes,no,official_dual_source,yes
m1_coord_number_line,수직선,중1(교육과정 학년군: 중1-3),변화와 관계,좌표평면과 그래프,high,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; teaching_note,yes,yes,no,official_dual_source,yes
m1_coord_coordinate_plane,좌표평면,중1(교육과정 학년군: 중1-3),변화와 관계,좌표평면과 그래프,high,3,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; term_list,yes,yes,no,official_dual_source,yes
m1_coord_point_location,점의 위치,중1(교육과정 학년군: 중1-3),변화와 관계,좌표평면과 그래프,high,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard,yes,yes,no,official_dual_source,yes
m1_coord_x_coordinate,x좌표,중1(교육과정 학년군: 중1-3),변화와 관계,좌표평면과 그래프,high,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; term_list,yes,yes,no,official_dual_source,yes
m1_coord_y_coordinate,y좌표,중1(교육과정 학년군: 중1-3),변화와 관계,좌표평면과 그래프,high,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; term_list,yes,yes,no,official_dual_source,yes
m1_coord_origin,원점,중1(교육과정 학년군: 중1-3),변화와 관계,좌표평면과 그래프,high,1,1,1,curriculum_math_2022,term_list,yes,no,no,official_single_source,yes
m1_coord_axis,좌표축,중1(교육과정 학년군: 중1-3),변화와 관계,좌표평면과 그래프,high,1,1,1,curriculum_math_2022,term_list,yes,no,no,official_single_source,yes
m1_coord_x_axis,x축,중1(교육과정 학년군: 중1-3),변화와 관계,좌표평면과 그래프,high,1,1,1,curriculum_math_2022,term_list,yes,no,no,official_single_source,yes
m1_coord_y_axis,y축,중1(교육과정 학년군: 중1-3),변화와 관계,좌표평면과 그래프,high,1,1,1,curriculum_math_2022,term_list,yes,no,no,official_single_source,yes
m1_coord_quadrant,사분면,중1(교육과정 학년군: 중1-3),변화와 관계,좌표평면과 그래프,high,1,1,1,curriculum_math_2022,term_list,yes,no,no,official_single_source,yes
m1_coord_quadrant_1,제1사분면,중1(교육과정 학년군: 중1-3),변화와 관계,좌표평면과 그래프,medium,1,1,1,curriculum_math_2022,term_list,yes,no,no,official_single_source,yes
m1_coord_quadrant_2,제2사분면,중1(교육과정 학년군: 중1-3),변화와 관계,좌표평면과 그래프,medium,1,1,1,curriculum_math_2022,term_list,yes,no,no,official_single_source,yes
m1_coord_quadrant_3,제3사분면,중1(교육과정 학년군: 중1-3),변화와 관계,좌표평면과 그래프,medium,1,1,1,curriculum_math_2022,term_list,yes,no,no,official_single_source,yes
m1_coord_quadrant_4,제4사분면,중1(교육과정 학년군: 중1-3),변화와 관계,좌표평면과 그래프,medium,1,1,1,curriculum_math_2022,term_list,yes,no,no,official_single_source,yes
m1_coord_axis_point,축 위의 점,중1(교육과정 학년군: 중1-3),변화와 관계,좌표평면과 그래프,low,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; term_list,yes,yes,no,official_dual_source,yes
m1_coord_x_axis_point,x축 위의 점,중1(교육과정 학년군: 중1-3),변화와 관계,좌표평면과 그래프,low,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; term_list,yes,yes,no,official_dual_source,yes
m1_coord_y_axis_point,y축 위의 점,중1(교육과정 학년군: 중1-3),변화와 관계,좌표평면과 그래프,low,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; term_list,yes,yes,no,official_dual_source,yes
m1_coord_quadrant_signs,사분면별 좌표 부호,중1(교육과정 학년군: 중1-3),변화와 관계,좌표평면과 그래프,low,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; term_list,yes,yes,no,official_dual_source,yes
m1_coord_usefulness,좌표 표현의 편리함,중1(교육과정 학년군: 중1-3),변화와 관계,좌표평면과 그래프,high,3,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; teaching_note,yes,yes,no,official_dual_source,yes
m1_graph_graph,그래프,중1(교육과정 학년군: 중1-3),변화와 관계,좌표평면과 그래프,high,3,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; term_list,yes,yes,no,official_dual_source,yes
m1_graph_situation_graphing,상황을 그래프로 나타내기,중1(교육과정 학년군: 중1-3),변화와 관계,좌표평면과 그래프,high,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard,yes,yes,no,official_dual_source,yes
m1_graph_graph_interpretation,그래프 해석,중1(교육과정 학년군: 중1-3),변화와 관계,좌표평면과 그래프,high,3,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; teaching_note,yes,yes,no,official_dual_source,yes
m1_graph_change_state,변화 상태,중1(교육과정 학년군: 중1-3),변화와 관계,좌표평면과 그래프,high,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; teaching_note,yes,yes,no,official_dual_source,yes
m1_graph_increase_decrease,증가와 감소,중1(교육과정 학년군: 중1-3),변화와 관계,좌표평면과 그래프,high,1,1,1,curriculum_math_2022,teaching_note,yes,no,no,official_single_source,yes
m1_graph_periodic_change,주기적 변화,중1(교육과정 학년군: 중1-3),변화와 관계,좌표평면과 그래프,high,1,1,1,curriculum_math_2022,teaching_note,yes,no,no,official_single_source,yes
m1_repr_table,표,중1(교육과정 학년군: 중1-3),변화와 관계,좌표평면과 그래프,high,3,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; teaching_note,yes,yes,no,official_dual_source,yes
m1_repr_expression,식,중1(교육과정 학년군: 중1-3),변화와 관계,좌표평면과 그래프,high,5,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; teaching_note,yes,yes,no,official_dual_source,yes
m1_repr_everyday_language,일상 언어,중1(교육과정 학년군: 중1-3),변화와 관계,좌표평면과 그래프,high,2,1,1,curriculum_math_2022,teaching_note,yes,no,no,official_single_source,yes
m1_repr_conversion,표·식·그래프 상호 변환,중1(교육과정 학년군: 중1-3),변화와 관계,좌표평면과 그래프,high,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; teaching_note,yes,yes,no,official_dual_source,yes
m1_prop_direct_proportion,정비례,중1(교육과정 학년군: 중1-3),변화와 관계,좌표평면과 그래프,high,3,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; term_list,yes,yes,no,official_dual_source,yes
m1_prop_inverse_proportion,반비례,중1(교육과정 학년군: 중1-3),변화와 관계,좌표평면과 그래프,medium,4,3,4,achievement_math_2022; achievement_research_report_2022; curriculum_math_2022,achievement_level; achievement_standard; research_report_achievement_level_context; term_list,yes,yes,no,official_dual_source,yes
m1_prop_proportion_relation,정비례·반비례 관계 판단,중1(교육과정 학년군: 중1-3),변화와 관계,좌표평면과 그래프,high,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard,yes,yes,no,official_dual_source,yes
m1_context_speed_distance,속력과 거리 맥락,중1(교육과정 학년군: 중1-3),변화와 관계,좌표평면과 그래프,medium,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; teaching_note,yes,yes,no,official_dual_source,yes
m1_context_speed_time,속력과 시간 맥락,중1(교육과정 학년군: 중1-3),변화와 관계,좌표평면과 그래프,medium,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; teaching_note,yes,yes,no,official_dual_source,yes
m1_term_variable,변수,중1(교육과정 학년군: 중1-3),변화와 관계,좌표평면과 그래프,high,5,2,4,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; teaching_note; term_list,yes,yes,no,official_dual_source,yes
m1_mis_order_swap,순서쌍의 순서 혼동,중1(교육과정 학년군: 중1-3),변화와 관계,좌표평면과 그래프,low,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; term_list,yes,yes,no,official_dual_source,yes
m1_mis_axis_quadrant,축 위의 점을 사분면에 포함하는 오류,중1(교육과정 학년군: 중1-3),변화와 관계,좌표평면과 그래프,low,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; term_list,yes,yes,no,official_dual_source,yes
m1_mis_graph_picture,그래프를 상황 그림으로만 보는 오류,중1(교육과정 학년군: 중1-3),변화와 관계,좌표평면과 그래프,low,3,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; teaching_note,yes,yes,no,official_dual_source,yes
m1_mis_direct_inverse_generalization,증가·감소만으로 정비례·반비례 판단,중1(교육과정 학년군: 중1-3),변화와 관계,좌표평면과 그래프,low,3,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; teaching_note,yes,yes,no,official_dual_source,yes
m1_mis_representation_conversion,표·식·그래프 변환 오류,중1(교육과정 학년군: 중1-3),변화와 관계,좌표평면과 그래프,low,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; teaching_note,yes,yes,no,official_dual_source,yes
m1_geo_domain,도형과 측정,중학교(교육과정 학년군: 중1-3),도형과 측정,도형과 측정,high,19,1,1,curriculum_math_2022,achievement_standard,yes,no,no,official_single_source,yes
m1_geo_figure,도형,중학교(교육과정 학년군: 중1-3),도형과 측정,도형과 측정,medium,4,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; teaching_note,yes,yes,no,official_dual_source,yes
m1_geo_triangle,삼각형,중학교(교육과정 학년군: 중1-3),도형과 측정,도형과 측정,medium,9,3,3,achievement_math_2022; achievement_research_report_2022; curriculum_math_2022,achievement_level; achievement_standard; research_report_assessment_item_context,yes,yes,no,official_dual_source,yes
m1_geo_length,길이,중학교(교육과정 학년군: 중1-3),도형과 측정,도형과 측정,medium,7,3,4,achievement_math_2022; achievement_research_report_2022; curriculum_math_2022,achievement_level; achievement_standard; research_report_assessment_item_context; teaching_note,yes,yes,no,official_dual_source,yes
m1_geo_area,넓이,중학교(교육과정 학년군: 중1-3),도형과 측정,도형과 측정,medium,7,3,4,achievement_math_2022; achievement_research_report_2022; curriculum_math_2022,achievement_level; achievement_standard; research_report_assessment_item_context; teaching_note,yes,yes,no,official_dual_source,yes
m1_geo_basic_unit,기본 도형,중1(교육과정 학년군: 중1-3),도형과 측정,기본 도형,high,5,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; teaching_note,yes,yes,no,official_dual_source,yes
m1_geo_construction_congruence_unit,작도와 합동,중1(교육과정 학년군: 중1-3),도형과 측정,작도와 합동,high,4,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard,yes,yes,no,official_dual_source,yes
m1_geo_plane_properties_unit,평면도형의 성질,중1(교육과정 학년군: 중1-3),도형과 측정,평면도형의 성질,high,4,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard,yes,yes,no,official_dual_source,yes
m1_geo_solid_unit,입체도형의 성질,중1(교육과정 학년군: 중1-3),도형과 측정,입체도형의 성질,high,4,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; teaching_note,yes,yes,no,official_dual_source,yes
m1_geo_triangle_quadrilateral_unit,삼각형과 사각형의 성질,중2(교육과정 학년군: 중1-3),도형과 측정,삼각형과 사각형의 성질,high,5,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; teaching_note,yes,yes,no,official_dual_source,yes
m1_geo_similarity_unit,도형의 닮음,중2(교육과정 학년군: 중1-3),도형과 측정,도형의 닮음,high,4,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard,yes,yes,no,official_dual_source,yes
m1_geo_pythagorean_unit,피타고라스 정리,중2(교육과정 학년군: 중1-3),도형과 측정,피타고라스 정리,high,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard,yes,yes,no,official_dual_source,yes
m1_geo_trig_unit,삼각비,중3(교육과정 학년군: 중1-3),도형과 측정,삼각비,high,4,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; teaching_note,yes,yes,no,official_dual_source,yes
m1_geo_circle_unit,원의 성질,중3(교육과정 학년군: 중1-3),도형과 측정,원의 성질,high,4,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; teaching_note,yes,yes,no,official_dual_source,yes
m1_geo_point,점,중1(교육과정 학년군: 중1-3),도형과 측정,기본 도형,high,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard,yes,yes,no,official_dual_source,yes
m1_geo_line,직선,중1(교육과정 학년군: 중1-3),도형과 측정,기본 도형,high,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard,yes,yes,no,official_dual_source,yes
m1_geo_plane,평면,중1(교육과정 학년군: 중1-3),도형과 측정,기본 도형,high,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard,yes,yes,no,official_dual_source,yes
m1_geo_angle,각,중1(교육과정 학년군: 중1-3),도형과 측정,기본 도형,high,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard,yes,yes,no,official_dual_source,yes
m1_geo_position_relation,"점, 직선, 평면의 위치 관계",중1(교육과정 학년군: 중1-3),도형과 측정,기본 도형,high,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard,yes,yes,no,official_dual_source,yes
m1_geo_intersection_point,교점,중1(교육과정 학년군: 중1-3),도형과 측정,기본 도형,high,3,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; term_list,yes,yes,no,official_dual_source,yes
m1_geo_intersection_line,교선,중1(교육과정 학년군: 중1-3),도형과 측정,기본 도형,high,3,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; term_list,yes,yes,no,official_dual_source,yes
m1_geo_distance_between_two_points,두 점 사이의 거리,중1(교육과정 학년군: 중1-3),도형과 측정,기본 도형,high,3,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; term_list,yes,yes,no,official_dual_source,yes
m1_geo_midpoint,중점,중1(교육과정 학년군: 중1-3),도형과 측정,기본 도형,high,3,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; term_list,yes,yes,no,official_dual_source,yes
m1_geo_perpendicular_bisector,수직이등분선,중1(교육과정 학년군: 중1-3),도형과 측정,기본 도형,high,3,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; term_list,yes,yes,no,official_dual_source,yes
m1_geo_skew_lines,꼬인 위치,중1(교육과정 학년군: 중1-3),도형과 측정,기본 도형,high,3,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; term_list,yes,yes,no,official_dual_source,yes
m1_geo_vertical_angles,맞꼭지각,중1(교육과정 학년군: 중1-3),도형과 측정,기본 도형,high,3,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; term_list,yes,yes,no,official_dual_source,yes
m1_geo_straight_angle,평각,중1(교육과정 학년군: 중1-3),도형과 측정,기본 도형,high,3,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; term_list,yes,yes,no,official_dual_source,yes
m1_geo_perpendicular,직교,중1(교육과정 학년군: 중1-3),도형과 측정,기본 도형,high,3,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; term_list,yes,yes,no,official_dual_source,yes
m1_geo_foot_of_perpendicular,수선의 발,중1(교육과정 학년군: 중1-3),도형과 측정,기본 도형,high,3,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; term_list,yes,yes,no,official_dual_source,yes
m1_geo_parallel_lines,평행선,중1(교육과정 학년군: 중1-3),도형과 측정,기본 도형,high,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard,yes,yes,no,official_dual_source,yes
m1_geo_corresponding_angles,동위각,중1(교육과정 학년군: 중1-3),도형과 측정,기본 도형,high,3,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; term_list,yes,yes,no,official_dual_source,yes
m1_geo_alternate_interior_angles,엇각,중1(교육과정 학년군: 중1-3),도형과 측정,기본 도형,high,3,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; term_list,yes,yes,no,official_dual_source,yes
m1_geo_parallel_angle_properties,평행선에서 동위각과 엇각의 성질,중1(교육과정 학년군: 중1-3),도형과 측정,기본 도형,high,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard,yes,yes,no,official_dual_source,yes
m1_mis_corresponding_alternate_angles,동위각과 엇각의 위치를 혼동하는 오류,중1(교육과정 학년군: 중1-3),도형과 측정,기본 도형,low,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard,yes,yes,no,official_dual_source,yes
m1_mis_skew_parallel_lines,꼬인 위치와 평행을 같은 관계로 보는 오류,중1(교육과정 학년군: 중1-3),도형과 측정,기본 도형,low,3,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; term_list,yes,yes,no,official_dual_source,yes
m1_geo_construction,작도,중1(교육과정 학년군: 중1-3),도형과 측정,작도와 합동,high,3,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; term_list,yes,yes,no,official_dual_source,yes
m1_geo_triangle_construction,삼각형의 작도,중1(교육과정 학년군: 중1-3),도형과 측정,작도와 합동,high,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard,yes,yes,no,official_dual_source,yes
m1_geo_congruence,합동,중1(교육과정 학년군: 중1-3),도형과 측정,작도와 합동,high,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard,yes,yes,no,official_dual_source,yes
m1_geo_triangle_congruence_conditions,삼각형의 합동 조건,중1(교육과정 학년군: 중1-3),도형과 측정,작도와 합동,high,3,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; term_list,yes,yes,no,official_dual_source,yes
m1_geo_triangle_congruence_judgement,삼각형의 합동 판별,중1(교육과정 학년군: 중1-3),도형과 측정,작도와 합동,high,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard,yes,yes,no,official_dual_source,yes
m1_geo_opposite_side,대변,중1(교육과정 학년군: 중1-3),도형과 측정,작도와 합동,high,3,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; term_list,yes,yes,no,official_dual_source,yes
m1_geo_opposite_angle,대각,중1(교육과정 학년군: 중1-3),도형과 측정,작도와 합동,high,3,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; term_list,yes,yes,no,official_dual_source,yes
m1_geo_polygon,다각형,중1(교육과정 학년군: 중1-3),도형과 측정,평면도형의 성질,high,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard,yes,yes,no,official_dual_source,yes
m1_geo_convex_polygon_scope,볼록다각형 범위,중1(교육과정 학년군: 중1-3),도형과 측정,평면도형의 성질,medium,1,1,1,curriculum_math_2022,teaching_note,yes,no,no,official_single_source,yes
m1_geo_interior_angle,내각,중1(교육과정 학년군: 중1-3),도형과 측정,평면도형의 성질,high,3,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; term_list,yes,yes,no,official_dual_source,yes
m1_geo_exterior_angle,외각,중1(교육과정 학년군: 중1-3),도형과 측정,평면도형의 성질,high,3,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; term_list,yes,yes,no,official_dual_source,yes
m1_geo_polygon_angle_sum,다각형의 내각과 외각의 크기,중1(교육과정 학년군: 중1-3),도형과 측정,평면도형의 성질,high,3,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; teaching_note,yes,yes,no,official_dual_source,yes
m1_geo_diagonal,대각선,중1(교육과정 학년군: 중1-3),도형과 측정,평면도형의 성질,medium,3,3,3,achievement_math_2022; achievement_research_report_2022; curriculum_math_2022,achievement_level; achievement_standard; research_report_achievement_level_context,yes,yes,no,official_dual_source,yes
m1_geo_diagonal_count,다각형의 대각선 개수,중1(교육과정 학년군: 중1-3),도형과 측정,평면도형의 성질,high,3,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; teaching_note,yes,yes,no,official_dual_source,yes
m1_geo_sector,부채꼴,중1(교육과정 학년군: 중1-3),도형과 측정,평면도형의 성질,high,3,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; term_list,yes,yes,no,official_dual_source,yes
m1_geo_central_angle,중심각,중1(교육과정 학년군: 중1-3),도형과 측정,평면도형의 성질,high,3,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; term_list,yes,yes,no,official_dual_source,yes
m1_geo_arc,호,중1(교육과정 학년군: 중1-3),도형과 측정,평면도형의 성질,high,3,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; term_list,yes,yes,no,official_dual_source,yes
m1_geo_chord,현,중1(교육과정 학년군: 중1-3),도형과 측정,평면도형의 성질,high,5,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; term_list,yes,yes,no,official_dual_source,yes
m1_geo_circular_segment,활꼴,중1(교육과정 학년군: 중1-3),도형과 측정,평면도형의 성질,high,2,1,2,curriculum_math_2022,achievement_standard; term_list,yes,no,no,official_single_source,yes
m1_geo_secant,할선,중1(교육과정 학년군: 중1-3),도형과 측정,평면도형의 성질,high,2,1,2,curriculum_math_2022,achievement_standard; term_list,yes,no,no,official_single_source,yes
m1_geo_sector_arc_length_area,부채꼴의 호의 길이와 넓이 구하기,중1(교육과정 학년군: 중1-3),도형과 측정,평면도형의 성질,high,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard,yes,yes,no,official_dual_source,yes
m1_mis_arc_chord,호와 현을 같은 대상으로 보는 오류,중1(교육과정 학년군: 중1-3),도형과 측정,평면도형의 성질,low,3,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; term_list,yes,yes,no,official_dual_source,yes
m1_geo_polyhedron,다면체,중1(교육과정 학년군: 중1-3),도형과 측정,입체도형의 성질,high,3,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; term_list,yes,yes,no,official_dual_source,yes
m1_geo_regular_polyhedron,정다면체,중1(교육과정 학년군: 중1-3),도형과 측정,입체도형의 성질,high,3,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; term_list,yes,yes,no,official_dual_source,yes
m1_geo_frustum_pyramid,각뿔대,중1(교육과정 학년군: 중1-3),도형과 측정,입체도형의 성질,high,3,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; term_list,yes,yes,no,official_dual_source,yes
m1_geo_solid_of_revolution,회전체,중1(교육과정 학년군: 중1-3),도형과 측정,입체도형의 성질,high,3,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; term_list,yes,yes,no,official_dual_source,yes
m1_geo_axis_of_rotation,회전축,중1(교육과정 학년군: 중1-3),도형과 측정,입체도형의 성질,high,3,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; term_list,yes,yes,no,official_dual_source,yes
m1_geo_frustum_cone,원뿔대,중1(교육과정 학년군: 중1-3),도형과 측정,입체도형의 성질,high,3,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; term_list,yes,yes,no,official_dual_source,yes
m1_geo_solid_cross_section,입체도형의 단면,중1(교육과정 학년군: 중1-3),도형과 측정,입체도형의 성질,medium,3,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; teaching_note,yes,yes,no,official_dual_source,yes
m1_geo_solid_net,전개도,중1(교육과정 학년군: 중1-3),도형과 측정,입체도형의 성질,medium,5,3,4,achievement_math_2022; achievement_research_report_2022; curriculum_math_2022,achievement_level; achievement_standard; research_report_achievement_level_context; teaching_note,yes,yes,no,official_dual_source,yes
m1_geo_surface_area,겉넓이,중1(교육과정 학년군: 중1-3),도형과 측정,입체도형의 성질,high,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard,yes,yes,no,official_dual_source,yes
m1_geo_volume,부피,중1(교육과정 학년군: 중1-3),도형과 측정,입체도형의 성질,high,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard,yes,yes,no,official_dual_source,yes
m1_geo_prism,기둥 모양 입체도형,중1(교육과정 학년군: 중1-3),도형과 측정,입체도형의 성질,medium,4,3,4,achievement_math_2022; achievement_research_report_2022; curriculum_math_2022,achievement_level; achievement_standard; research_report_achievement_level_context; research_report_prerequisite_context,yes,yes,no,official_dual_source,yes
m1_geo_pyramid,뿔 모양 입체도형,중1(교육과정 학년군: 중1-3),도형과 측정,입체도형의 성질,medium,4,3,3,achievement_math_2022; achievement_research_report_2022; curriculum_math_2022,achievement_level; achievement_standard; research_report_achievement_level_context,yes,yes,no,official_dual_source,yes
m1_geo_sphere,구,중1(교육과정 학년군: 중1-3),도형과 측정,입체도형의 성질,medium,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard,yes,yes,no,official_dual_source,yes
m1_geo_model_tool_solid,모형과 공학 도구로 입체도형 탐구,중1(교육과정 학년군: 중1-3),도형과 측정,입체도형의 성질,high,3,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; teaching_note,yes,yes,no,official_dual_source,yes
m1_mis_surface_area_volume,겉넓이와 부피를 같은 측정량으로 보는 오류,중1(교육과정 학년군: 중1-3),도형과 측정,입체도형의 성질,low,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard,yes,yes,no,official_dual_source,yes
m1_mis_complex_area_volume_scope,지나치게 복잡한 넓이·부피 변형 문제 범위 혼동,중1(교육과정 학년군: 중1-3),도형과 측정,입체도형의 성질,low,1,1,1,curriculum_math_2022,teaching_note,yes,no,no,official_single_source,yes
m1_geo_justification,정당화,중2(교육과정 학년군: 중1-3),도형과 측정,삼각형과 사각형의 성질,high,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; teaching_note,yes,yes,no,official_dual_source,yes
m1_geo_proof,증명,중2(교육과정 학년군: 중1-3),도형과 측정,삼각형과 사각형의 성질,high,3,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; teaching_note; term_list,yes,yes,no,official_dual_source,yes
m1_geo_isosceles_triangle,이등변삼각형,중2(교육과정 학년군: 중1-3),도형과 측정,삼각형과 사각형의 성질,high,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard,yes,yes,no,official_dual_source,yes
